Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBtr0302577	388	86	95	897	242	159	201	129	134	458	332	197	241.85	155	329	2.106	1.075	3.945	7.98474061753577e-05	0.0018017607941942	0.0426	0.0529	0.0477	0.0477	TRUE	NA
FBtr0087859	766	420	446	1134	695	977	396	629	628	579	954	1212	733.23	551	915	1.629	0.704	3.943	8.0435688806291e-05	0.00181056057157888	0.0116	0.0348	0.0215	0.0215	TRUE	NA
FBtr0346541	16	2	2	86	24	16	8	3	3	44	33	20	18.47	5	32	7.01	2.81	3.931	8.44888982512774e-05	0.00189441457409803	0.0641	0.3787	0.2234	0.2234	TRUE	NA
FBtr0071703	7603	2572	3090	10521	4212	4924	3935	3852	4353	5373	5784	6109	4900.92	4047	5755	1.421	0.506	3.909	9.25899581723886e-05	0.00206038861638708	0.0034	0.0272	0.0119	0.0119	TRUE	NA
FBtr0347554	456	51	48	856	97	107	236	76	68	437	133	133	180.51	127	234	1.85	0.887	3.909	9.25555329588419e-05	0.00206038861638708	0	0.062	0.0277	0.0277	TRUE	NA
FBtr0080165	2550	807	952	3770	1312	1449	1320	1209	1341	1925	1802	1798	1565.67	1290	1842	1.428	0.514	3.898	9.71289522068881e-05	0.00215597025532253	5e-04	0.0301	0.0118	0.0118	TRUE	NA
FBtr0084927	27	8	6	112	24	39	14	12	8	57	33	48	28.82	11	46	4.038	2.014	3.895	9.80039225465978e-05	0.00217266590698228	0	0.252	0.1318	0.1318	TRUE	NA
FBtr0085105	76	18	29	186	70	68	39	27	41	95	96	84	63.77	36	92	2.559	1.356	3.893	9.88343962868091e-05	0.00218803595586585	0	0.1281	0.0663	0.0663	TRUE	NA
FBtr0308644	23	10	18	105	60	40	12	15	25	54	82	50	39.65	17	62	3.662	1.873	3.893	9.91041613235946e-05	0.00218882861170501	0.0609	0.1902	0.1275	0.1275	TRUE	NA
FBtr0073250	146	240	252	466	481	421	76	359	355	238	661	522	368.47	263	474	2.041	1.029	3.891	9.96659922255979e-05	0.00219715572203744	0.0502	0.0436	0.0469	0.0469	TRUE	NA
FBtr0083948	866	276	349	1198	593	717	448	413	492	612	814	890	611.47	451	772	1.685	0.753	3.89	0.000100116267695041	0.00220019489663722	0.0159	0.0366	0.0251	0.0251	TRUE	NA
FBtr0083945	4399	2039	2337	5996	3199	3800	2277	3054	3292	3062	4393	4714	3465.33	2874	4056	1.404	0.49	3.886	0.000101908886574693	0.00223403979230841	0.0019	0.0278	0.0111	0.0111	TRUE	NA
FBtr0078289	566	183	189	828	378	364	293	274	266	423	519	452	371.13	278	465	1.662	0.733	3.884	0.000102571831243283	0.00224578993381796	0.0068	0.0435	0.0225	0.0225	TRUE	NA
FBtr0087732	2153	912	1059	2996	1484	1685	1114	1366	1492	1530	2038	2090	1605.05	1324	1886	1.42	0.506	3.882	0.000103560759353732	0.002264639547252	7e-04	0.03	0.0115	0.0115	TRUE	NA
FBtr0330170	17	9	10	42	48	56	9	13	14	21	66	69	32.2	12	52	3.829	1.937	3.881	0.00010383982081185	0.0022679386049166	0.0295	0.2282	0.1268	0.1268	TRUE	NA
FBtr0073425	40	5	15	170	60	33	21	7	21	87	82	41	43.24	16	70	4.245	2.086	3.881	0.000104147982040501	0.00227186430367263	0.1485	0.1766	0.1648	0.1648	TRUE	NA
FBtr0339418	144	95	39	469	175	201	75	142	55	239	240	249	166.82	91	243	2.718	1.443	3.88	0.000104302663316137	0.00227243647380022	0.1275	0.065	0.0914	0.0914	TRUE	NA
FBtr0080156	1143	654	888	2499	1378	1257	592	980	1251	1276	1892	1559	1258.32	941	1576	1.73	0.791	3.879	0.000104822252232476	0.00228094768049783	0.0272	0.0311	0.029	0.029	TRUE	NA
FBtr0082522	136	67	95	360	139	358	70	100	134	184	191	444	187.24	101	273	2.678	1.421	3.873	0.00010748596595488	0.00233317082663533	0.1215	0.0607	0.0899	0.0899	TRUE	NA
FBtr0089516	213	41	43	439	84	99	110	61	61	224	115	123	115.76	77	154	1.985	0.989	3.864	0.000111462665064087	0.00240767522301437	0	0.0822	0.0355	0.0355	TRUE	NA
FBtr0082335	490	180	211	773	324	369	254	270	297	395	445	458	352.98	274	433	1.579	0.659	3.862	0.000112640310282255	0.00243014601122362	0	0.0444	0.0178	0.0178	TRUE	NA
FBtr0073489	1285	1176	1057	1844	1835	1920	665	1761	1489	942	2520	2382	1626.5	1305	1948	1.477	0.562	3.854	0.0001159894160486	0.00249025334868421	0.0047	0.0299	0.0146	0.0146	TRUE	NA
FBtr0079864	3246	1114	1224	4908	1624	1985	1680	1669	1724	2506	2230	2463	2045.29	1691	2400	1.419	0.505	3.843	0.000121474828777774	0.00259241565452222	0.0017	0.0291	0.0119	0.0119	TRUE	NA
FBtr0071538	25	24	26	66	94	67	13	36	37	34	129	83	55.24	29	82	2.812	1.491	3.842	0.00012208313743025	0.00260213588467296	0.0293	0.1439	0.082	0.082	TRUE	NA
FBtr0304802	709	222	241	1647	360	412	367	333	339	841	494	511	480.91	346	615	1.737	0.797	3.841	0.000122674124988892	0.00261158597494403	0.0195	0.0395	0.0284	0.0284	TRUE	NA
FBtr0076791	97	30	31	199	88	80	50	45	44	102	121	99	76.75	46	107	2.296	1.199	3.84	0.000122957382039873	0.00261447000681176	0	0.1108	0.0538	0.0538	TRUE	NA
FBtr0087207	140	35	61	282	111	147	72	52	86	144	152	182	114.94	70	159	2.251	1.17	3.837	0.000124725535105221	0.00264759092474869	0.0248	0.0826	0.0561	0.0561	TRUE	NA
